Date,Open,High,Low,Close,Adj Close,log return,log return2
11/18/1999,32.546494,35.765381,28.612303,31.473534,27.306768,0,
11/19/1999,30.71352,30.758226,28.478184,28.880543,25.057058,-0.085979039,
11/22/1999,29.551144,31.473534,28.657009,31.473534,27.306768,0.085979039,0
11/23/1999,30.400572,31.205294,28.612303,28.612303,24.824333,-0.095310242,-0.009331203
11/24/1999,28.701717,29.998211,28.612303,29.372318,25.48373,0.026215868,-0.069094374
11/26/1999,29.238197,29.685265,29.148785,29.461731,25.561306,0.003039514,0.029255382
11/29/1999,29.32761,30.355865,29.014664,30.132332,26.143127,0.022506602,0.025546117
11/30/1999,30.042919,30.71352,29.282904,30.177038,26.181911,0.001482426,0.023989029
12/1/1999,30.177038,31.071173,29.953505,30.71352,26.647364,0.017621481,0.019103908
12/2/1999,31.294706,32.188843,30.892345,31.562946,27.38434,0.027281083,0.044902565
12/3/1999,32.144135,32.680614,31.697067,31.831188,27.617069,0.008462706,0.03574379
12/6/1999,32.367668,33.217094,32.32296,32.725323,28.392828,0.027702554,0.036165261
12/7/1999,32.725323,32.904148,31.697067,32.367668,28.082531,-0.010988868,0.016713687
12/8/1999,32.367668,32.63591,32.054722,32.32296,28.043736,-0.001382419,-0.012371287
12/9/1999,32.367668,32.859444,32.367668,32.770027,28.431618,0.013736544,0.012354125
12/10/1999,32.680614,32.859444,32.010014,32.010014,27.772221,-0.023465559,-0.009729015
12/13/1999,32.546494,33.082977,31.741774,32.546494,28.237684,0.016621121,-0.006844438
12/14/1999,32.457081,32.457081,30.087626,30.758226,26.686152,-0.056512619,-0.039891497
12/15/1999,30.042919,30.266453,29.32761,29.819386,25.871609,-0.030998589,-0.087511208
12/16/1999,30.042919,33.798283,30.042919,33.798283,29.323744,0.125251373,0.094252784
12/17/1999,33.17239,33.70887,32.501789,32.859444,28.509195,-0.028170896,0.097080477
12/20/1999,33.082977,33.574749,32.993561,33.530045,29.091017,0.020202766,-0.007968131
12/21/1999,33.395924,33.395924,32.904148,33.351215,28.935858,-0.005347845,0.01485492
12/22/1999,33.351215,34.021816,33.127682,34.021816,29.517681,0.019907852,0.014560007
