ticker,stkPx,expirDate,yte,strike,cBidPx,cValue,cAskPx,iRate,trade_date,duration
AMZN,642.96,11/20/2015,0.00822,382.5,258.2,260.46,261.7,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,385,255.7,257.96,259.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,387.5,253.2,255.46,256.7,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,390,250.6,252.96,254.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,392.5,248.4,250.46,252.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,395,245.55,247.96,249.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,397.5,243.05,245.46,246.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,400,241.1,242.96,244.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,402.5,238.4,240.46,242.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,405,236.1,237.96,239.3,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,407.5,233.4,235.46,237.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,410,231.1,232.96,234.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,412.5,228.4,230.46,232.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,415,226.1,227.96,229.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,417.5,223.4,225.46,227.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,420,221.1,222.96,224.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,422.5,218.4,220.46,222.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,425,215.55,217.96,219.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,427.5,213.4,215.46,217.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,430,211.1,212.96,214.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,432.5,208.15,210.46,211.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,435,206,207.96,209.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,437.5,203.15,205.46,206.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,440,200.65,202.96,204.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,442.5,198.15,200.46,201.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,445,195.9,197.96,199.5,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,447.5,193.05,195.46,196.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,450,191.45,192.96,194.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,452.5,188.05,190.46,192,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,455,185.55,187.96,189.55,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,457.5,183.05,185.46,186.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,460,180.55,182.96,184.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,462.5,178.05,180.46,182.05,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,465,175.55,177.96,179.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,467.5,173.05,175.46,176.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,470,171.25,172.96,173.95,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,472.5,168.05,170.46,171.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,475,165.95,167.96,169.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,477.5,163.35,165.46,166.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,480,160.85,162.96,164.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,482.5,158.55,160.46,161.9,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,485,156.1,157.96,158.8,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,487.5,153.6,155.46,157.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,490,151.1,152.96,153.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,492.5,148.6,150.46,152.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,495,146.15,147.96,149.05,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,497.5,143.45,145.46,146.55,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,500,141.65,142.96,144.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,502.5,138.6,140.46,142.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,505,136.4,137.96,138.95,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,507.5,133.6,135.46,136.5,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,510,131.55,132.96,133.95,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,512.5,128.6,130.46,131.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,515,126.55,127.96,128.8,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,517.5,123.6,125.46,126.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,520,121.55,122.96,124.05,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,522.5,118.6,120.46,122.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,525,116.55,117.96,119.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,527.5,113.65,115.46,117.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,530,111.6,112.96,114.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,532.5,108.65,110.46,111.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,535,106.6,107.96,109.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,537.5,103.45,105.46,106.7,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,540,101.6,102.96,104.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,542.5,99,100.46,101.6,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,545,96.55,97.96,99,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,547.5,93.65,95.46,96.6,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,550,91.7,92.96,94,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,552.5,89,90.46,91.55,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,555,86.85,87.96,89.05,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,557.5,84.3,85.46,86.55,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,560,81.65,82.96,84.05,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,562.5,79.15,80.46,81.65,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,565,76.75,77.96,79.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,567.5,74.15,75.46,76.6,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,570,71.45,72.96,74.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,572.5,69.2,70.46,71.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,575,66.75,67.96,69.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,577.5,64.25,65.46,66.7,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,580,61.95,62.96,64.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,582.5,59.35,60.46,61.7,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,585,56.8,57.96,59.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,587.5,54.5,55.46,56.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,590,51.95,52.97,54.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,592.5,49.45,50.49,51.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,595,47.15,48.01,49.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,597.5,44.5,45.54,46.9,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,600,42.15,43.08,44.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,602.5,39.7,40.64,41.75,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,605,37.35,38.21,39.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,607.5,34.85,35.81,36.7,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,610,33.2,33.44,34.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,612.5,30.75,31.09,31.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,615,28.3,28.78,29.3,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,617.5,25.65,26.52,26.9,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,620,23.5,24.3,24.8,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,622.5,21.8,22.13,22.5,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,625,19.7,20.02,20.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,627.5,17.75,17.99,18.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,630,15.7,16.03,16.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,632.5,13.85,14.15,14.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,635,12.05,12.37,12.55,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,637.5,10.45,10.71,10.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,640,9.05,9.17,9.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,642.5,7.65,7.75,7.95,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,645,6.4,6.48,6.6,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,647.5,5.3,5.37,5.5,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,650,4.3,4.39,4.5,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,652.5,3.45,3.55,3.65,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,655,2.77,2.85,2.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,657.5,2.17,2.26,2.34,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,660,1.68,1.78,1.84,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,662.5,1.32,1.39,1.41,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,665,1.01,1.07,1.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,667.5,0.76,0.81,0.85,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,670,0.6,0.61,0.66,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,672.5,0.44,0.46,0.51,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,675,0.36,0.34,0.42,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,677.5,0.28,0.25,0.33,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,680,0.2,0.18,0.27,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,682.5,0.17,0.12,0.24,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,685,0.13,0.09,0.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,687.5,0.11,0.06,0.17,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,690,0.1,0.04,0.19,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,692.5,0.03,0.03,0.24,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,695,0.02,0.02,0.19,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,697.5,0.01,0.01,0.17,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,700,0.07,0.01,0.13,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,702.5,0.09,0,0.37,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,705,0.01,0,0.12,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,707.5,0,0,0.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,710,0.01,0,0.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,712.5,0.04,0,0.07,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,715,0.05,0,0.06,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,717.5,0,0,0.29,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,720,0.04,0,0.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,722.5,0,0,0.28,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,725,0.01,0,0.05,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,727.5,0,0,0.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,730,0.01,0,0.04,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,732.5,0,0,0.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,735,0,0,0.13,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,737.5,0,0,0.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,740,0,0,0.24,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,742.5,0,0,0.51,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,745,0,0,0.24,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,747.5,0,0,0.25,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,750,0,0,0.11,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,752.5,0,0,0.51,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,755,0,0,0.52,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,757.5,0,0,0.52,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,760,0,0,0.22,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,762.5,0,0,0.52,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,765,0,0,0.01,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,767.5,0,0,0.51,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,770,0,0,0.01,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,772.5,0,0,0.01,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,780,0,0,0.01,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,790,0,0,0.01,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,800,0,0,0.01,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,810,0,0,0.01,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,820,0,0,0.01,0.0007,11/17/2015,3
AMZN,642.96,11/27/2015,0.0274,320,320.85,322.96,324.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,325,315.95,317.96,319.75,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,330,310.95,312.96,314.75,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,335,305.95,307.96,309.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,340,300.95,302.96,304.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,345,295.95,297.96,299.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,350,290.9,292.96,294.7,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,355,285.9,287.96,289.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,360,280.9,282.96,284.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,365,275.95,277.96,279.7,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,370,270.95,272.96,274.45,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,375,265.95,267.96,269.7,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,380,260.8,262.96,264.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,385,255.95,257.96,259.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,390,250.6,252.96,254.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,395,246.15,247.96,249.55,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,400,241,242.96,244.75,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,405,235.85,237.96,239.8,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,410,231.2,232.96,234.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,415,226.2,227.96,229.75,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,420,221.05,222.96,224.6,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,425,216,217.96,219.3,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,430,210.75,212.96,214.3,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,435,206,207.96,209.1,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,440,201,202.96,204.1,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,445,196,197.96,199.15,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,450,190.7,192.96,194.15,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,455,186.2,187.96,189.05,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,460,181.2,182.96,184.3,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,465,175.8,177.96,179.3,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,470,171.2,172.96,174.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,475,166.05,167.96,169.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,480,161.1,162.96,164.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,485,156.25,157.96,159.45,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,490,150.75,152.96,154.2,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,495,146.05,147.96,149.35,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,500,141.25,142.96,144.35,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,505,136.25,137.96,139.35,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,510,131.25,132.96,134.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,512.5,128.75,130.46,131.8,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,515,126.3,127.96,129.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,517.5,123.85,125.46,126.9,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,520,121.3,122.96,124.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,522.5,118.85,120.46,122.3,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,525,116.35,117.96,119.5,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,527.5,113.85,115.46,117,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,530,111.4,112.96,114.45,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,532.5,108.9,110.46,111.75,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,535,106.4,107.96,109.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,537.5,103.9,105.46,106.95,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,540,101.55,102.96,104.3,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,542.5,98.95,100.46,101.9,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,545,96.7,97.96,99.3,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,547.5,94,95.47,96.85,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,550,91.6,92.97,94.35,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,552.5,89.05,90.48,91.9,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,555,86.7,87.98,89.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,557.5,84.25,85.49,87.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,560,82.3,83.01,84.45,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,562.5,79.3,80.52,82,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,565,76.85,78.05,79.7,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,567.5,74.4,75.57,77.05,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,570,72,73.11,74.6,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,572.5,69.5,70.65,72.4,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,575,67.3,68.2,69.95,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,577.5,64.75,65.76,67.25,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,580,62.8,63.33,64.8,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,582.5,59.75,60.91,62.35,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,585,57.35,58.51,59.95,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,587.5,54.9,56.13,57.7,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,590,52.55,53.76,55.1,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,592.5,50.15,51.41,53.05,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,595,47.85,49.09,50.35,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,597.5,46.3,46.79,47.95,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,600,44,44.51,45.65,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,602.5,41.7,42.26,43.35,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,605,39.5,40.06,41.05,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,607.5,37.25,37.87,38.8,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,610,35.2,35.72,36.45,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,612.5,33.15,33.62,34.45,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,615,31.1,31.56,31.95,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,617.5,29.25,29.53,29.9,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,620,26.95,27.55,28,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,622.5,25.3,25.64,26.05,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,625,23.4,23.77,24.05,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,627.5,21.6,21.96,22.35,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,630,19.9,20.21,20.45,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,632.5,18.3,18.54,18.75,0.0007,11/17/2015,10
AMZN,642.96,11/27/2015,0.0274,635,16.7,16.94,17.15,0.0007,11/17/2015,10
