ticker,stkPx,expirDate,yte,strike,cBidPx,cValue,cAskPx,iRate,trade_date,duration
AMZN,642.96,11/20/2015,0.00822,250,390.85,392.96,394.6,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,255,385.9,387.96,389.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,260,380.75,382.96,384.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,265,375.75,377.96,379.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,270,370.8,372.96,374.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,275,365.75,367.96,369.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,280,360.75,362.96,364.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,285,355.8,357.96,359.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,290,350.75,352.96,354.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,295,345.75,347.96,349.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,300,340.55,342.96,344.65,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,305,335.75,337.96,339.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,310,330.75,332.96,334.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,315,325.75,327.96,329.05,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,320,320.55,322.96,324.5,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,325,315.85,317.96,319.5,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,330,310.75,312.96,314.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,335,305.85,307.96,309.65,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,340,300.85,302.96,304.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,345,295.85,297.96,299.2,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,350,290.55,292.96,294.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,355,285.55,287.96,289.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,360,280.85,282.96,284.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,362.5,278.35,280.46,282.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,365,275.85,277.96,279.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,367.5,273.35,275.46,277.15,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,370,270.85,272.96,274.35,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,372.5,268.35,270.46,272.1,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,375,265.85,267.96,269.6,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,377.5,263.2,265.46,266.7,0.0007,11/17/2015,3
AMZN,642.96,11/20/2015,0.00822,380,260.7,262.96,264.2,0.0007,11/17/2015,3
